date,close,macd_histogram,macd_macd,macd_signal
2024-01-01 18:00:00,2313.7,0.2711,0.0598,-0.2113
2024-01-01 18:01:00,2315.9,0.3997,0.2883,-0.1114
2024-01-01 18:02:00,2315.76,0.4514,0.4529,0.0015
2024-01-01 18:03:00,2316,0.4755,0.5958,0.1204
2024-01-01 18:04:00,2317.4,0.5539,0.8127,0.2588
2024-01-01 18:05:00,2317.3,0.5652,0.9654,0.4001
2024-01-01 18:06:00,2317.3,0.5391,1.074,0.5349
2024-01-01 18:07:00,2317.13,0.4787,1.1333,0.6546
2024-01-01 18:08:00,2319.8,0.5802,1.3798,0.7996
2024-01-01 18:09:00,2324.9,0.9316,1.9641,1.0325
2024-01-01 18:10:00,2322.86,0.9634,2.2367,1.2734
2024-01-01 18:11:00,2324.6,1.0322,2.5636,1.5314
2024-01-01 18:12:00,2324.5,1.0009,2.7826,1.7816
2024-01-01 18:13:00,2325.9,1.002,3.0341,2.0321
2024-01-01 18:14:00,2328.9,1.123,3.4359,2.3129
2024-01-01 18:15:00,2328.57,1.0978,3.6852,2.5873
2024-01-01 18:16:00,2330.1,1.0986,3.9606,2.862
2024-01-01 18:17:00,2328.1,0.8877,3.9717,3.0839
2024-01-01 18:18:00,2325.6,0.5214,3.7356,3.2143
2024-01-01 18:19:00,2327.18,0.3359,3.6342,3.2983
2024-01-01 18:20:00,2326.14,0.1057,3.4303,3.3247
2024-01-01 18:21:00,2328.1,0.0506,3.3879,3.3373
2024-01-01 18:22:00,2330.7,0.1489,3.5234,3.3745
2024-01-01 18:23:00,2328.63,0.0398,3.4243,3.3845
2024-01-01 18:24:00,2331.1,0.0962,3.5047,3.4085
2024-01-01 18:25:00,2330.58,0.0622,3.4863,3.4241
2024-01-01 18:26:00,2331,0.0332,3.4656,3.4324
2024-01-01 18:27:00,2328.99,-0.1463,3.2496,3.3958
2024-01-01 18:28:00,2329.42,-0.2546,3.0776,3.3322
2024-01-01 18:29:00,2330.45,-0.2738,2.9899,3.2637
2024-01-01 18:30:00,2329.2,-0.381,2.7874,3.1685
2024-01-01 18:31:00,2327,-0.5975,2.4216,3.0191
2024-01-01 18:32:00,2327.8,-0.6784,2.1711,2.8495
2024-01-01 18:33:00,2325.5,-0.8663,1.7667,2.6329
2024-01-01 18:34:00,2325.27,-0.9773,1.4113,2.3886
2024-01-01 18:35:00,2325,-1.0346,1.0953,2.1299
2024-01-01 18:36:00,2325.3,-1.0166,0.8591,1.8758
2024-01-01 18:37:00,2324.93,-0.9928,0.6348,1.6276
2024-01-01 18:38:00,2326.32,-0.8519,0.5627,1.4146
2024-01-01 18:39:00,2326.38,-0.728,0.5046,1.2326
2024-01-01 18:40:00,2325.6,-0.6732,0.3911,1.0643
2024-01-01 18:41:00,2325.3,-0.6324,0.2738,0.9062
2024-01-01 18:42:00,2326.2,-0.5245,0.2505,0.7751
2024-01-01 18:43:00,2328.3,-0.3025,0.397,0.6995
2024-01-01 18:44:00,2327.15,-0.2272,0.4155,0.6427
2024-01-01 18:45:00,2328.3,-0.1006,0.517,0.6175
2024-01-01 18:46:00,2328.25,-0.0247,0.5866,0.6113
2024-01-01 18:47:00,2327.14,-0.0523,0.5459,0.5983
2024-01-01 18:48:00,2328.3,0.0017,0.6004,0.5987
2024-01-01 18:49:00,2326.59,-0.0791,0.4998,0.5789
2024-01-01 18:50:00,2327.43,-0.0773,0.4823,0.5596
2024-01-01 18:51:00,2326.95,-0.1078,0.4248,0.5326
2024-01-01 18:52:00,2329.2,0.0174,0.5544,0.537
2024-01-01 18:53:00,2330,0.1412,0.7134,0.5722
2024-01-01 18:54:00,2327.18,0.0261,0.6049,0.5788
2024-01-01 18:55:00,2328.5,0.0316,0.6183,0.5867
2024-01-01 18:56:00,2327.63,-0.0274,0.5524,0.5798
2024-01-01 18:57:00,2325.71,-0.1909,0.3413,0.5321
2024-01-01 18:58:00,2326.1,-0.2632,0.2031,0.4663
2024-01-01 18:59:00,2328.01,-0.1772,0.2449,0.422
2024-01-01 19:00:00,2326.59,-0.2084,0.1615,0.3699
2024-01-01 19:01:00,2329.3,-0.0475,0.3106,0.3581
2024-01-01 19:02:00,2327,-0.0942,0.2404,0.3345
2024-01-01 19:03:00,2326.86,-0.1305,0.1714,0.3019
2024-01-01 19:04:00,2326.32,-0.1836,0.0724,0.256
2024-01-01 19:05:00,2326.5,-0.1981,0.0083,0.2065
2024-01-01 19:06:00,2326.2,-0.2179,-0.0659,0.152
2024-01-01 19:07:00,2326.18,-0.2215,-0.1249,0.0966
2024-01-01 19:08:00,2329,-0.0331,0.0553,0.0883
2024-01-01 19:09:00,2328.4,0.0477,0.1479,0.1003
2024-01-01 19:10:00,2327.49,0.0368,0.1463,0.1095
2024-01-01 19:11:00,2325.8,-0.0808,0.0085,0.0893
2024-01-01 19:12:00,2326.2,-0.1256,-0.0677,0.0579
2024-01-01 19:13:00,2324.4,-0.2624,-0.2702,-0.0077
2024-01-01 19:14:00,2324.33,-0.3389,-0.4313,-0.0925
2024-01-01 19:15:00,2324.88,-0.3331,-0.5088,-0.1757
2024-01-01 19:16:00,2323.9,-0.3729,-0.6418,-0.2689
2024-01-01 19:17:00,2323.49,-0.402,-0.7715,-0.3695
2024-01-01 19:18:00,2322.44,-0.4629,-0.948,-0.4852
2024-01-01 19:19:00,2322.5,-0.4685,-1.0708,-0.6023
2024-01-01 19:20:00,2323.5,-0.3781,-1.0749,-0.6968
2024-01-01 19:21:00,2324.01,-0.2628,-1.0253,-0.7625
2024-01-01 19:22:00,2325.15,-0.097,-0.8838,-0.7868
2024-01-01 19:23:00,2324.9,0.0032,-0.7827,-0.786
2024-01-01 19:24:00,2324.6,0.0539,-0.7186,-0.7725
2024-01-01 19:25:00,2326.4,0.2047,-0.5166,-0.7213
