date,close,macd_histogram,macd_macd,macd_signal
2024-01-01 18:00:00,42812.98,-0.1963,24.2124,24.4087
2024-01-01 18:01:00,42843.64,1.02,25.6837,24.6637
2024-01-01 18:02:00,42868.15,3.0682,28.4989,25.4307
2024-01-01 18:03:00,42887.53,5.1961,31.9258,26.7297
2024-01-01 18:04:00,42942.0,9.4898,38.592,29.1022
2024-01-01 18:05:00,42943.0,11.4821,43.4548,31.9727
2024-01-01 18:06:00,42932.0,11.1354,45.892,34.7566
2024-01-01 18:07:00,42922.0,9.3794,46.4808,37.1014
2024-01-01 18:08:00,42991.0,11.8522,51.9167,40.0645
2024-01-01 18:09:00,43033.0,15.0959,58.9343,43.8384
2024-01-01 18:10:00,43002.57,13.996,61.3334,47.3374
2024-01-01 18:11:00,43019.0,13.1898,63.8247,50.6349
2024-01-01 18:12:00,43016.0,11.34,64.81,53.4699
2024-01-01 18:13:00,43054.0,11.5238,67.8746,56.3509
2024-01-01 18:14:00,43117.0,14.5416,74.5279,59.9863
2024-01-01 18:15:00,43102.0,14.1667,77.6946,63.5279
2024-01-01 18:16:00,43166.0,16.6942,84.3957,67.7015
2024-01-01 18:17:00,43076.3,11.0616,81.5285,70.4669
2024-01-01 18:18:00,43051.0,4.6943,76.3348,71.6404
2024-01-01 18:19:00,43088.0,2.1654,74.3473,72.1818
2024-01-01 18:20:00,43093.7,0.1726,72.3975,72.225
2024-01-01 18:21:00,43103.0,-1.1505,70.7868,71.9373
2024-01-01 18:22:00,43142.0,-0.0864,71.8293,71.9157
2024-01-01 18:23:00,43094.0,-3.1339,67.9984,71.1323
2024-01-01 18:24:00,43137.98,-2.7214,67.7305,70.4519
2024-01-01 18:25:00,43121.0,-4.0462,65.3942,69.4404
2024-01-01 18:26:00,43131.0,-4.6593,63.6162,68.2755
2024-01-01 18:27:00,43114.95,-6.4461,60.2179,66.664
2024-01-01 18:28:00,43107.62,-8.3036,56.2845,64.5881
2024-01-01 18:29:00,43113.14,-9.2692,53.0016,62.2708
2024-01-01 18:30:00,43064.0,-13.0922,45.9056,58.9978
