date,symbol,open,high,low,close
01-06-18 00:00,BTC/USD,7492.28,7492.28,7484.46,7489.68
01-06-18 00:01,BTC/USD,7489.73,7494.08,7489.73,7494.08
01-06-18 00:02,BTC/USD,7491.34,7494.74,7491.34,7494.73
01-06-18 00:03,BTC/USD,7494.48,7497.9,7491.34,7494.48
01-06-18 00:04,BTC/USD,7494.01,7499.96,7494.01,7494.87
01-06-18 00:05,BTC/USD,7498.78,7504.5,7498.78,7504.48
01-06-18 00:06,BTC/USD,7505.68,7505.69,7504.49,7505.69
01-06-18 00:07,BTC/USD,7505.69,7513.07,7501.13,7501.13
01-06-18 00:08,BTC/USD,7507.51,7538.23,7503.81,7516.0
01-06-18 00:09,BTC/USD,7516.1,7518.14,7508.6,7514.15
01-06-18 00:10,BTC/USD,7515.5,7515.5,7503.2,7503.2
01-06-18 00:11,BTC/USD,7503.7,7513.21,7503.42,7506.84
01-06-18 00:12,BTC/USD,7501.32,7513.46,7501.32,7508.89
01-06-18 00:13,BTC/USD,7501.09,7504.94,7496.83,7502.59
01-06-18 00:14,BTC/USD,7508.58,7508.58,7495.41,7495.41
01-06-18 00:15,BTC/USD,7502.72,7502.72,7502.24,7502.25
01-06-18 00:16,BTC/USD,7496.1,7501.98,7496.1,7500.83
01-06-18 00:17,BTC/USD,7496.61,7498.69,7489.56,7497.67
01-06-18 00:18,BTC/USD,7501.09,7505.34,7501.09,7503.45
01-06-18 00:19,BTC/USD,7504.23,7504.23,7496.4,7503.73
01-06-18 00:20,BTC/USD,7503.89,7503.89,7496.47,7502.12
01-06-18 00:21,BTC/USD,7496.46,7502.97,7496.46,7500.97
01-06-18 00:22,BTC/USD,7500.96,7516.12,7500.95,7513.83
01-06-18 00:23,BTC/USD,7519.66,7520.74,7506.15,7510.24
01-06-18 00:24,BTC/USD,7510.35,7510.35,7505.35,7510.35
01-06-18 00:25,BTC/USD,7506.38,7510.28,7502.34,7505.58
01-06-18 00:26,BTC/USD,7509.84,7510.73,7505.27,7505.27
01-06-18 00:27,BTC/USD,7512.11,7512.11,7512.11,7512.11
01-06-18 00:28,BTC/USD,7512.09,7512.11,7511.85,7511.85
01-06-18 00:29,BTC/USD,7506.96,7512.72,7506.96,7512.1
01-06-18 00:30,BTC/USD,7512.11,7515.87,7512.11,7515.87
01-06-18 00:31,BTC/USD,7512.13,7515.87,7512.11,7512.11
01-06-18 00:32,BTC/USD,7515.76,7515.85,7505.23,7505.23
01-06-18 00:33,BTC/USD,7512.32,7517.35,7508.5,7516.06
01-06-18 00:34,BTC/USD,7515.9,7515.9,7508.6,7508.6
01-06-18 00:35,BTC/USD,7511.3,7511.3,7511.3,7511.3
01-06-18 00:36,BTC/USD,7511.28,7511.48,7511.24,7511.24
01-06-18 00:37,BTC/USD,7510.74,7516.06,7510.34,7511.24
01-06-18 00:38,BTC/USD,7511.25,7511.82,7507.4,7507.59
01-06-18 00:39,BTC/USD,7507.59,7507.59,7504.6,7504.6
01-06-18 00:40,BTC/USD,7504.6,7508.77,7501.74,7508.1
01-06-18 00:41,BTC/USD,7501.75,7508.24,7501.75,7508.22
01-06-18 00:42,BTC/USD,7506.12,7509.32,7506.12,7508.9
01-06-18 00:43,BTC/USD,7508.93,7508.96,7496.91,7508.95
01-06-18 00:44,BTC/USD,7508.95,7509.26,7499.47,7509.26
01-06-18 00:45,BTC/USD,7510.83,7510.83,7510.45,7510.45
01-06-18 00:46,BTC/USD,7510.21,7510.83,7510.21,7510.83
01-06-18 00:47,BTC/USD,7509.92,7510.65,7509.7,7509.7
01-06-18 00:48,BTC/USD,7509.57,7509.57,7509.08,7509.08
01-06-18 00:49,BTC/USD,7509.69,7509.69,7509.65,7509.68
01-06-18 00:50,BTC/USD,7508.88,7508.88,7508.58,7508.88
01-06-18 00:51,BTC/USD,7508.87,7509.72,7508.63,7509.72
01-06-18 00:52,BTC/USD,7505.26,7509.71,7505.22,7505.22
01-06-18 00:53,BTC/USD,7507.45,7508.51,7501.0,7508.51
01-06-18 00:54,BTC/USD,7499.15,7500.47,7494.85,7497.88
01-06-18 00:55,BTC/USD,7494.35,7502.95,7494.35,7502.95
01-06-18 00:56,BTC/USD,7502.95,7505.66,7501.03,7505.66
01-06-18 00:57,BTC/USD,7505.6,7508.56,7505.6,7508.5
01-06-18 00:58,BTC/USD,7508.56,7508.56,7507.64,7507.64
01-06-18 00:59,BTC/USD,7507.64,7513.18,7495.44,7506.67
01-06-18 01:00,BTC/USD,7506.62,7507.6,7487.19,7507.6
01-06-18 01:01,BTC/USD,7499.76,7505.2,7486.1,7493.6
01-06-18 01:02,BTC/USD,7493.6,7498.41,7493.6,7496.77
01-06-18 01:03,BTC/USD,7496.77,7496.77,7493.38,7493.38
01-06-18 01:04,BTC/USD,7493.38,7493.38,7486.8,7492.35
01-06-18 01:05,BTC/USD,7492.18,7492.18,7490.38,7490.38
01-06-18 01:06,BTC/USD,7490.31,7490.31,7484.86,7484.86
01-06-18 01:07,BTC/USD,7489.4,7489.4,7475.13,7487.6
01-06-18 01:08,BTC/USD,7487.26,7487.26,7482.16,7482.17
