date,symbol,open,high,low,close
01-01-19 00:01,BTC/USD,3694.72,3694.72,3690.65,3690.65
01-01-19 00:02,BTC/USD,3689.73,3689.73,3686.62,3686.62
01-01-19 00:03,BTC/USD,3692.85,3692.85,3688.32,3692.35
01-01-19 00:04,BTC/USD,3692.35,3692.35,3690.34,3690.34
01-01-19 00:05,BTC/USD,3690.4,3690.85,3690.4,3690.85
01-01-19 00:06,BTC/USD,3688.61,3688.61,3687.08,3687.08
01-01-19 00:07,BTC/USD,3684.59,3685.52,3684.59,3684.77
01-01-19 00:08,BTC/USD,3684.97,3688.79,3683.45,3683.45
01-01-19 00:09,BTC/USD,3685.0,3685.12,3684.58,3685.12
01-01-19 00:10,BTC/USD,3685.46,3694.96,3684.91,3694.96
01-01-19 00:11,BTC/USD,3694.96,3694.96,3694.96,3694.96
01-01-19 00:12,BTC/USD,3694.96,3694.96,3694.96,3694.96
01-01-19 00:13,BTC/USD,3694.96,3694.96,3694.96,3694.96
01-01-19 00:14,BTC/USD,3694.96,3694.96,3694.96,3694.96
01-01-19 00:15,BTC/USD,3690.83,3690.85,3690.83,3690.85
01-01-19 00:16,BTC/USD,3690.61,3690.61,3687.96,3687.96
01-01-19 00:17,BTC/USD,3687.96,3687.96,3687.96,3687.96
01-01-19 00:18,BTC/USD,3690.15,3690.15,3690.15,3690.15
01-01-19 00:19,BTC/USD,3690.15,3690.15,3690.15,3690.15
01-01-19 00:20,BTC/USD,3688.75,3688.85,3688.75,3688.85
01-01-19 00:21,BTC/USD,3688.85,3688.85,3688.85,3688.85
01-01-19 00:22,BTC/USD,3688.35,3688.35,3688.35,3688.35
01-01-19 00:23,BTC/USD,3688.35,3688.35,3688.35,3688.35
01-01-19 00:24,BTC/USD,3688.35,3688.35,3688.35,3688.35
01-01-19 00:25,BTC/USD,3684.81,3684.81,3684.81,3684.81
01-01-19 00:26,BTC/USD,3684.81,3688.35,3684.81,3688.35
01-01-19 00:27,BTC/USD,3688.35,3688.35,3688.35,3688.35
01-01-19 00:28,BTC/USD,3688.85,3688.85,3688.85,3688.85
01-01-19 00:29,BTC/USD,3686.27,3688.85,3686.27,3688.85
01-01-19 00:30,BTC/USD,3688.85,3688.85,3688.85,3688.85
01-01-19 00:31,BTC/USD,3688.85,3688.85,3688.85,3688.85
01-01-19 00:32,BTC/USD,3689.1,3693.98,3689.1,3693.98
01-01-19 00:33,BTC/USD,3693.73,3698.5,3693.73,3697.06
01-01-19 00:34,BTC/USD,3697.06,3698.49,3694.57,3698.49
01-01-19 00:35,BTC/USD,3697.84,3697.85,3695.58,3695.58
01-01-19 00:36,BTC/USD,3695.58,3696.87,3693.14,3696.87
01-01-19 00:37,BTC/USD,3696.87,3696.87,3696.87,3696.87
01-01-19 00:38,BTC/USD,3695.26,3695.26,3695.26,3695.26
01-01-19 00:39,BTC/USD,3696.87,3696.87,3696.87,3696.87
01-01-19 00:40,BTC/USD,3696.87,3696.87,3696.87,3696.87
01-01-19 00:41,BTC/USD,3696.87,3696.87,3696.87,3696.87
01-01-19 00:42,BTC/USD,3693.48,3698.19,3693.48,3698.19
01-01-19 00:43,BTC/USD,3696.85,3696.85,3696.85,3696.85
01-01-19 00:44,BTC/USD,3696.85,3696.85,3696.85,3696.85
01-01-19 00:45,BTC/USD,3696.85,3696.85,3696.35,3696.35
01-01-19 00:46,BTC/USD,3696.35,3696.35,3696.35,3696.35
01-01-19 00:47,BTC/USD,3696.35,3696.35,3696.35,3696.35
01-01-19 00:48,BTC/USD,3698.78,3700.0,3698.51,3700.0
01-01-19 00:49,BTC/USD,3700.77,3701.98,3697.97,3697.97
