date,symbol,open,high,low,close
01-02-21 00:00,BTC/USD,33110.32,33126.22,33053.78,33089.27
01-02-21 00:01,BTC/USD,33085.83,33104.51,33078.23,33080.76
01-02-21 00:02,BTC/USD,33079.77,33079.77,32899.33,32909.86
01-02-21 00:03,BTC/USD,32925.18,32962.53,32909.29,32909.31
01-02-21 00:04,BTC/USD,32909.31,32909.31,32832.38,32884.18
01-02-21 00:05,BTC/USD,32865.46,32865.46,32793.03,32804.72
01-02-21 00:06,BTC/USD,32801.42,32801.42,32651.0,32665.81
01-02-21 00:07,BTC/USD,32667.58,32684.5,32596.97,32621.1
01-02-21 00:08,BTC/USD,32632.95,32632.95,32506.83,32581.96
01-02-21 00:09,BTC/USD,32581.96,32638.12,32579.04,32606.1
01-02-21 00:10,BTC/USD,32600.64,32682.75,32600.64,32677.42
01-02-21 00:11,BTC/USD,32684.51,32684.51,32581.1,32603.05
01-02-21 00:12,BTC/USD,32586.41,32616.34,32586.41,32616.34
01-02-21 00:13,BTC/USD,32638.0,32663.75,32617.6,32661.12
01-02-21 00:14,BTC/USD,32676.41,32688.99,32623.83,32623.83
01-02-21 00:15,BTC/USD,32625.67,32680.31,32625.67,32656.05
01-02-21 00:16,BTC/USD,32600.0,32601.81,32480.74,32480.74
01-02-21 00:17,BTC/USD,32480.74,32502.62,32404.8,32427.91
01-02-21 00:18,BTC/USD,32438.81,32524.75,32438.07,32487.82
01-02-21 00:19,BTC/USD,32489.29,32541.94,32481.77,32500.04
01-02-21 00:20,BTC/USD,32516.99,32590.58,32516.99,32580.25
01-02-21 00:21,BTC/USD,32592.72,32592.72,32512.69,32512.69
01-02-21 00:22,BTC/USD,32501.72,32518.88,32363.26,32518.88
01-02-21 00:23,BTC/USD,32540.26,32557.38,32383.23,32454.78
01-02-21 00:24,BTC/USD,32451.48,32481.94,32377.06,32447.75
01-02-21 00:25,BTC/USD,32455.63,32455.63,32340.81,32399.55
01-02-21 00:26,BTC/USD,32402.9,32410.05,32337.04,32410.05
01-02-21 00:27,BTC/USD,32386.48,32465.08,32333.01,32454.06
01-02-21 00:28,BTC/USD,32420.72,32483.96,32418.16,32466.43
01-02-21 00:29,BTC/USD,32464.08,32464.96,32358.16,32456.8
01-02-21 00:30,BTC/USD,32427.29,32455.93,32377.65,32454.36
01-02-21 00:31,BTC/USD,32445.49,32445.49,32394.43,32396.31
01-02-21 00:32,BTC/USD,32390.41,32437.21,32376.03,32437.21
01-02-21 00:33,BTC/USD,32464.7,32509.19,32464.7,32499.91
01-02-21 00:34,BTC/USD,32501.27,32501.27,32434.07,32464.62
01-02-21 00:35,BTC/USD,32486.41,32511.36,32458.63,32494.3
01-02-21 00:36,BTC/USD,32505.59,32590.61,32505.59,32580.08
01-02-21 00:37,BTC/USD,32575.13,32575.13,32528.28,32536.46
01-02-21 00:38,BTC/USD,32531.05,32574.6,32526.83,32547.08
01-02-21 00:39,BTC/USD,32556.5,32557.42,32534.17,32536.68
01-02-21 00:40,BTC/USD,32536.68,32660.0,32531.1,32641.11
01-02-21 00:41,BTC/USD,32627.84,32627.84,32578.94,32586.73
01-02-21 00:42,BTC/USD,32576.63,32623.49,32503.7,32616.58
01-02-21 00:43,BTC/USD,32625.96,32661.13,32625.96,32636.52
01-02-21 00:44,BTC/USD,32620.0,32663.24,32590.33,32614.54
01-02-21 00:45,BTC/USD,32581.37,32594.61,32577.6,32579.94
01-02-21 00:46,BTC/USD,32586.89,32586.89,32550.23,32575.94
01-02-21 00:47,BTC/USD,32565.33,32580.57,32551.04,32573.53
01-02-21 00:48,BTC/USD,32573.53,32622.0,32571.67,32578.16
01-02-21 00:49,BTC/USD,32610.52,32626.69,32554.87,32554.87
01-02-21 00:50,BTC/USD,32560.02,32560.02,32484.51,32499.7
01-02-21 00:51,BTC/USD,32498.14,32520.16,32498.14,32511.17
01-02-21 00:52,BTC/USD,32509.58,32539.76,32509.58,32537.38
01-02-21 00:53,BTC/USD,32539.73,32563.66,32534.47,32547.72
01-02-21 00:54,BTC/USD,32547.72,32577.24,32547.72,32567.85
01-02-21 00:55,BTC/USD,32559.24,32565.18,32548.37,32548.37
01-02-21 00:56,BTC/USD,32553.0,32573.82,32547.84,32547.94
01-02-21 00:57,BTC/USD,32561.02,32584.21,32547.9,32547.9
01-02-21 00:58,BTC/USD,32566.13,32585.42,32566.13,32573.94
01-02-21 00:59,BTC/USD,32584.67,32591.13,32560.29,32578.15
01-02-21 01:00,BTC/USD,32589.7,32605.0,32585.61,32599.23
01-02-21 01:01,BTC/USD,32598.77,32598.77,32507.05,32518.74
01-02-21 01:02,BTC/USD,32517.5,32588.89,32516.48,32588.89
01-02-21 01:03,BTC/USD,32589.6,32605.0,32589.6,32603.1
01-02-21 01:04,BTC/USD,32605.0,32605.0,32598.67,32598.98
01-02-21 01:05,BTC/USD,32605.0,32618.85,32556.62,32557.95
01-02-21 01:06,BTC/USD,32570.49,32586.12,32539.29,32560.96
01-02-21 01:07,BTC/USD,32596.97,32609.5,32589.6,32589.6
01-02-21 01:08,BTC/USD,32623.46,32633.84,32608.54,32616.32
01-02-21 01:09,BTC/USD,32616.48,32640.1,32616.48,32639.89
01-02-21 01:10,BTC/USD,32635.35,32635.35,32620.82,32627.26
01-02-21 01:11,BTC/USD,32620.82,32625.14,32596.59,32615.28
01-02-21 01:12,BTC/USD,32603.53,32648.08,32603.53,32648.08
01-02-21 01:13,BTC/USD,32644.21,32689.02,32644.21,32688.25
01-02-21 01:14,BTC/USD,32680.01,32692.77,32665.17,32691.43
01-02-21 01:15,BTC/USD,32690.95,32696.4,32671.02,32676.87
01-02-21 01:16,BTC/USD,32681.5,32681.5,32638.07,32660.65
01-02-21 01:17,BTC/USD,32659.88,32673.12,32635.41,32638.5
01-02-21 01:18,BTC/USD,32660.46,32670.85,32649.85,32659.92
01-02-21 01:19,BTC/USD,32633.09,32633.09,32609.95,32609.95
01-02-21 01:20,BTC/USD,32610.9,32620.46,32573.41,32608.33
01-02-21 01:21,BTC/USD,32630.0,32786.89,32599.23,32757.16
01-02-21 01:22,BTC/USD,32769.34,32836.39,32765.99,32784.31
01-02-21 01:23,BTC/USD,32775.52,32813.39,32758.1,32813.11
01-02-21 01:24,BTC/USD,32798.61,32954.81,32798.61,32940.94
01-02-21 01:25,BTC/USD,32941.62,32990.26,32925.46,32985.51
01-02-21 01:26,BTC/USD,32990.26,32990.26,32936.44,32980.76
01-02-21 01:27,BTC/USD,32980.69,32982.37,32927.57,32962.41
01-02-21 01:28,BTC/USD,32960.0,32975.05,32948.67,32975.05
01-02-21 01:29,BTC/USD,32947.46,32973.13,32943.82,32943.82
01-02-21 01:30,BTC/USD,32950.36,32984.14,32835.64,32924.21
01-02-21 01:31,BTC/USD,32902.24,32934.8,32877.87,32877.87
01-02-21 01:32,BTC/USD,32885.21,32891.58,32848.37,32848.37
01-02-21 01:33,BTC/USD,32849.42,32894.18,32849.42,32885.1
01-02-21 01:34,BTC/USD,32899.32,32932.72,32895.49,32932.72
01-02-21 01:35,BTC/USD,32944.7,33069.48,32944.7,33069.48
01-02-21 01:36,BTC/USD,33069.48,33203.46,33041.71,33166.79
01-02-21 01:37,BTC/USD,33155.34,33209.02,33148.25,33174.93
01-02-21 01:38,BTC/USD,33182.88,33209.02,33159.11,33160.72
01-02-21 01:39,BTC/USD,33163.8,33230.2,33163.8,33200.16
01-02-21 01:40,BTC/USD,33187.36,33228.51,33187.36,33202.0
01-02-21 01:41,BTC/USD,33243.69,33388.28,33235.48,33376.84
01-02-21 01:42,BTC/USD,33387.68,33480.46,33380.99,33468.2
01-02-21 01:43,BTC/USD,33449.71,33491.38,33400.49,33491.38
01-02-21 01:44,BTC/USD,33467.14,33499.87,33467.14,33497.19
01-02-21 01:45,BTC/USD,33489.2,33548.84,33488.49,33488.59
01-02-21 01:46,BTC/USD,33488.49,33488.49,33389.33,33427.71
01-02-21 01:47,BTC/USD,33384.27,33401.61,33347.42,33401.61
01-02-21 01:48,BTC/USD,33428.35,33433.43,33373.6,33387.81
01-02-21 01:49,BTC/USD,33400.95,33421.74,33388.0,33389.64
01-02-21 01:50,BTC/USD,33435.61,33491.39,33433.53,33433.53
01-02-21 01:51,BTC/USD,33450.46,33453.91,33413.3,33452.53
01-02-21 01:52,BTC/USD,33452.55,33520.23,33452.55,33520.23
01-02-21 01:53,BTC/USD,33505.99,33505.99,33419.22,33439.85
01-02-21 01:54,BTC/USD,33414.61,33440.3,33412.02,33433.74
01-02-21 01:55,BTC/USD,33442.69,33442.69,33410.95,33410.95
01-02-21 01:56,BTC/USD,33418.01,33459.0,33404.96,33435.93
01-02-21 01:57,BTC/USD,33470.84,33496.97,33461.45,33461.45
01-02-21 01:58,BTC/USD,33471.11,33471.11,33433.37,33433.37
01-02-21 01:59,BTC/USD,33425.29,33438.64,33406.57,33435.26
01-02-21 02:00,BTC/USD,33451.0,33452.93,33391.36,33391.36
01-02-21 02:01,BTC/USD,33382.17,33393.12,33342.87,33342.87
01-02-21 02:02,BTC/USD,33343.86,33385.92,33341.98,33360.29
01-02-21 02:03,BTC/USD,33336.56,33349.32,33280.0,33280.0
01-02-21 02:04,BTC/USD,33266.85,33269.51,33238.29,33269.51
01-02-21 02:05,BTC/USD,33270.1,33362.3,33253.09,33321.43
01-02-21 02:06,BTC/USD,33322.81,33404.61,33322.81,33394.5
01-02-21 02:07,BTC/USD,33382.2,33418.93,33382.2,33399.87
01-02-21 02:08,BTC/USD,33399.87,33475.74,33393.63,33468.69
01-02-21 02:09,BTC/USD,33462.07,33468.19,33420.05,33436.32
01-02-21 02:10,BTC/USD,33411.27,33436.8,33387.91,33402.86
01-02-21 02:11,BTC/USD,33402.82,33436.8,33399.05,33431.58
01-02-21 02:12,BTC/USD,33422.74,33446.09,33398.25,33406.47
01-02-21 02:13,BTC/USD,33412.58,33445.95,33406.19,33421.61
01-02-21 02:14,BTC/USD,33430.88,33483.67,33430.88,33443.83
01-02-21 02:15,BTC/USD,33442.81,33548.82,33435.05,33540.04
01-02-21 02:16,BTC/USD,33519.26,33644.86,33519.26,33637.7
01-02-21 02:17,BTC/USD,33642.06,33831.66,33636.68,33690.99
01-02-21 02:18,BTC/USD,33699.99,33714.48,33639.26,33641.62
01-02-21 02:19,BTC/USD,33662.16,33762.1,33662.16,33696.23
01-02-21 02:20,BTC/USD,33696.23,33831.66,33696.23,33820.65
01-02-21 02:21,BTC/USD,33786.77,33821.97,33756.9,33782.91
01-02-21 02:22,BTC/USD,33800.15,33800.15,33695.3,33722.24
01-02-21 02:23,BTC/USD,33716.14,33790.1,33707.9,33707.9
01-02-21 02:24,BTC/USD,33750.22,33752.37,33695.21,33695.21
01-02-21 02:25,BTC/USD,33695.21,33748.93,33685.59,33708.03
01-02-21 02:26,BTC/USD,33688.8,33691.49,33623.94,33647.12
01-02-21 02:27,BTC/USD,33685.34,33704.6,33650.25,33667.23
01-02-21 02:28,BTC/USD,33642.74,33657.87,33599.37,33599.37
01-02-21 02:29,BTC/USD,33582.4,33598.32,33568.92,33569.6
01-02-21 02:30,BTC/USD,33556.87,33720.28,33556.87,33689.62
01-02-21 02:31,BTC/USD,33735.52,33747.84,33570.49,33570.49
01-02-21 02:32,BTC/USD,33552.03,33574.2,33523.89,33538.91
01-02-21 02:33,BTC/USD,33580.58,33621.2,33552.15,33552.15
01-02-21 02:34,BTC/USD,33604.62,33688.86,33552.51,33552.51
01-02-21 02:35,BTC/USD,33552.39,33609.61,33552.39,33581.99
01-02-21 02:36,BTC/USD,33570.18,33626.51,33564.2,33580.8
01-02-21 02:37,BTC/USD,33598.37,33628.24,33569.18,33587.3
01-02-21 02:38,BTC/USD,33588.62,33588.62,33563.03,33577.83
01-02-21 02:39,BTC/USD,33576.16,33627.54,33571.28,33589.32
01-02-21 02:40,BTC/USD,33588.55,33617.68,33580.29,33584.25
01-02-21 02:41,BTC/USD,33584.58,33650.28,33584.58,33604.31
01-02-21 02:42,BTC/USD,33603.66,33626.12,33579.83,33605.34
01-02-21 02:43,BTC/USD,33611.99,33633.52,33588.72,33597.8
01-02-21 02:44,BTC/USD,33624.09,33624.09,33500.0,33532.75
01-02-21 02:45,BTC/USD,33540.55,33643.97,33528.08,33604.22
01-02-21 02:46,BTC/USD,33613.44,33638.61,33571.66,33638.61
01-02-21 02:47,BTC/USD,33642.09,33646.33,33610.65,33646.33
01-02-21 02:48,BTC/USD,33653.93,33664.11,33610.71,33611.53
01-02-21 02:49,BTC/USD,33611.53,33664.65,33580.12,33647.27
01-02-21 02:50,BTC/USD,33650.02,33666.34,33602.72,33604.07
01-02-21 02:51,BTC/USD,33611.0,33630.77,33592.83,33630.77
01-02-21 02:52,BTC/USD,33630.77,33655.92,33599.31,33655.92
01-02-21 02:53,BTC/USD,33634.97,33734.25,33634.69,33723.94
01-02-21 02:54,BTC/USD,33696.25,33696.25,33608.42,33628.39
01-02-21 02:55,BTC/USD,33616.35,33714.65,33616.35,33714.65
01-02-21 02:56,BTC/USD,33700.12,33740.0,33686.17,33686.17
01-02-21 02:57,BTC/USD,33656.42,33672.23,33636.65,33660.34
01-02-21 02:58,BTC/USD,33649.16,33687.72,33622.11,33687.72
01-02-21 02:59,BTC/USD,33674.73,33709.32,33656.14,33681.38
01-02-21 03:00,BTC/USD,33710.16,33759.71,33696.76,33716.58
01-02-21 03:01,BTC/USD,33677.46,33699.62,33652.86,33681.65
01-02-21 03:02,BTC/USD,33681.65,33681.65,33629.2,33648.1
01-02-21 03:03,BTC/USD,33636.93,33655.04,33624.96,33638.37
01-02-21 03:04,BTC/USD,33601.94,33620.09,33557.86,33557.86
01-02-21 03:05,BTC/USD,33572.22,33621.84,33553.63,33598.25
01-02-21 03:06,BTC/USD,33605.84,33622.54,33589.52,33613.27
01-02-21 03:07,BTC/USD,33624.34,33648.61,33603.17,33603.17
01-02-21 03:08,BTC/USD,33619.58,33654.46,33619.58,33654.46
01-02-21 03:09,BTC/USD,33658.94,33663.34,33634.3,33653.73
01-02-21 03:10,BTC/USD,33653.73,33653.73,33602.84,33602.84
01-02-21 03:11,BTC/USD,33632.42,33632.42,33586.03,33599.33
01-02-21 03:12,BTC/USD,33615.53,33631.56,33603.65,33629.98
01-02-21 03:13,BTC/USD,33629.98,33642.15,33583.06,33591.99
01-02-21 03:14,BTC/USD,33599.74,33629.74,33584.8,33615.95
01-02-21 03:15,BTC/USD,33616.75,33663.95,33608.16,33639.92
01-02-21 03:16,BTC/USD,33639.93,33648.17,33618.17,33643.23
01-02-21 03:17,BTC/USD,33613.13,33630.65,33547.71,33547.71
01-02-21 03:18,BTC/USD,33549.69,33610.34,33549.69,33610.34
01-02-21 03:19,BTC/USD,33607.26,33657.23,33598.71,33651.03
01-02-21 03:20,BTC/USD,33651.86,33654.68,33597.06,33598.08
01-02-21 03:21,BTC/USD,33605.54,33642.08,33585.49,33639.93
01-02-21 03:22,BTC/USD,33649.24,33703.54,33640.74,33653.97
01-02-21 03:23,BTC/USD,33641.88,33683.1,33514.15,33542.76
01-02-21 03:24,BTC/USD,33543.23,33564.89,33511.29,33564.89
01-02-21 03:25,BTC/USD,33533.35,33549.28,33517.49,33529.39
01-02-21 03:26,BTC/USD,33536.72,33556.32,33492.42,33542.71
01-02-21 03:27,BTC/USD,33542.71,33564.93,33524.15,33561.91
01-02-21 03:28,BTC/USD,33557.87,33571.64,33548.06,33571.64
01-02-21 03:29,BTC/USD,33561.56,33586.21,33531.92,33531.92
01-02-21 03:30,BTC/USD,33554.22,33609.96,33551.73,33593.95
01-02-21 03:31,BTC/USD,33600.31,33600.31,33551.79,33553.33
01-02-21 03:32,BTC/USD,33544.48,33618.61,33544.48,33618.61
01-02-21 03:33,BTC/USD,33600.0,33600.0,33574.29,33593.15
01-02-21 03:34,BTC/USD,33604.64,33631.34,33588.59,33628.73
01-02-21 03:35,BTC/USD,33597.89,33637.28,33597.89,33617.0
01-02-21 03:36,BTC/USD,33630.59,33642.23,33609.91,33624.14
01-02-21 03:37,BTC/USD,33645.56,33811.56,33645.56,33738.96
01-02-21 03:38,BTC/USD,33736.09,33740.43,33657.88,33657.88
01-02-21 03:39,BTC/USD,33658.22,33708.59,33638.66,33691.16
01-02-21 03:40,BTC/USD,33706.68,33756.13,33700.0,33748.93
01-02-21 03:41,BTC/USD,33756.06,33780.84,33756.06,33761.39
01-02-21 03:42,BTC/USD,33751.63,33761.69,33730.21,33730.21
01-02-21 03:43,BTC/USD,33734.51,33756.51,33703.73,33709.86
01-02-21 03:44,BTC/USD,33678.62,33704.79,33647.17,33664.13
01-02-21 03:45,BTC/USD,33658.8,33691.22,33641.99,33691.22
01-02-21 03:46,BTC/USD,33691.22,33696.13,33641.99,33665.68
01-02-21 03:47,BTC/USD,33685.4,33717.65,33660.75,33685.75
01-02-21 03:48,BTC/USD,33693.83,33736.39,33671.44,33677.25
01-02-21 03:49,BTC/USD,33675.47,33704.26,33649.68,33661.02
01-02-21 03:50,BTC/USD,33642.2,33664.96,33580.76,33614.83
01-02-21 03:51,BTC/USD,33601.94,33619.86,33582.49,33582.5
01-02-21 03:52,BTC/USD,33580.13,33592.11,33551.95,33576.44
01-02-21 03:53,BTC/USD,33550.86,33626.69,33550.86,33606.52
01-02-21 03:54,BTC/USD,33616.52,33619.91,33575.5,33586.89
01-02-21 03:55,BTC/USD,33599.69,33626.51,33583.27,33593.49
01-02-21 03:56,BTC/USD,33576.75,33592.49,33568.42,33583.32
01-02-21 03:57,BTC/USD,33561.4,33592.49,33551.58,33568.22
01-02-21 03:58,BTC/USD,33551.59,33592.24,33551.59,33563.82
01-02-21 03:59,BTC/USD,33597.26,33611.31,33567.14,33575.63
01-02-21 04:00,BTC/USD,33585.0,33700.87,33585.0,33604.67
01-02-21 04:01,BTC/USD,33599.07,33612.33,33484.9,33484.9
01-02-21 04:02,BTC/USD,33479.76,33489.85,33429.63,33443.24
01-02-21 04:03,BTC/USD,33449.48,33528.39,33448.74,33508.68
01-02-21 04:04,BTC/USD,33527.02,33606.13,33518.36,33590.57
01-02-21 04:05,BTC/USD,33611.93,33690.76,33608.48,33669.45
01-02-21 04:06,BTC/USD,33685.08,33710.16,33685.08,33708.78
01-02-21 04:07,BTC/USD,33696.53,33798.31,33692.87,33716.39
01-02-21 04:08,BTC/USD,33698.57,33712.64,33676.19,33707.56
01-02-21 04:09,BTC/USD,33677.17,33679.32,33649.98,33649.98
01-02-21 04:10,BTC/USD,33684.27,33693.02,33594.85,33594.85
01-02-21 04:11,BTC/USD,33620.81,33657.5,33600.26,33622.43
01-02-21 04:12,BTC/USD,33622.65,33677.91,33622.65,33671.4
01-02-21 04:13,BTC/USD,33680.63,33703.25,33680.47,33702.48
01-02-21 04:14,BTC/USD,33703.18,33719.74,33697.7,33700.04
01-02-21 04:15,BTC/USD,33701.37,33748.48,33649.29,33649.29
01-02-21 04:16,BTC/USD,33680.55,33696.98,33675.08,33678.64
01-02-21 04:17,BTC/USD,33678.64,33778.88,33678.64,33773.5
01-02-21 04:18,BTC/USD,33772.72,33783.69,33739.94,33763.39
01-02-21 04:19,BTC/USD,33758.1,33779.64,33749.27,33759.61
01-02-21 04:20,BTC/USD,33785.58,33848.47,33765.18,33822.89
01-02-21 04:21,BTC/USD,33804.03,33818.28,33759.4,33787.64
01-02-21 04:22,BTC/USD,33787.64,33849.18,33787.64,33833.15
01-02-21 04:23,BTC/USD,33831.94,33850.0,33825.84,33850.0
01-02-21 04:24,BTC/USD,33840.35,33941.06,33840.35,33913.95
01-02-21 04:25,BTC/USD,33912.91,33953.6,33822.53,33850.61
01-02-21 04:26,BTC/USD,33838.8,33868.32,33774.6,33785.89
01-02-21 04:27,BTC/USD,33812.56,33829.14,33762.62,33762.62
01-02-21 04:28,BTC/USD,33764.65,33768.2,33734.23,33734.23
01-02-21 04:29,BTC/USD,33734.11,33801.79,33722.0,33765.08
01-02-21 04:30,BTC/USD,33753.58,33787.82,33713.1,33717.12
01-02-21 04:31,BTC/USD,33701.59,33710.17,33684.45,33684.45
01-02-21 04:32,BTC/USD,33690.0,33716.75,33646.77,33665.56
01-02-21 04:33,BTC/USD,33641.79,33666.65,33629.78,33665.82
01-02-21 04:34,BTC/USD,33650.05,33650.05,33617.16,33619.14
01-02-21 04:35,BTC/USD,33645.42,33689.42,33645.21,33664.46
01-02-21 04:36,BTC/USD,33669.86,33678.97,33618.11,33660.35
01-02-21 04:37,BTC/USD,33657.99,33689.97,33641.5,33689.97
01-02-21 04:38,BTC/USD,33648.8,33650.41,33616.54,33616.54
