date,symbol,open,high,low,close
01-08-21 00:00,BTC/USD,41489.16,41523.2,41464.94,41494.2
01-08-21 00:01,BTC/USD,41454.97,41454.97,41333.49,41340.15
01-08-21 00:02,BTC/USD,41336.83,41345.6,41170.0,41209.59
01-08-21 00:03,BTC/USD,41209.58,41304.74,41188.99,41293.96
01-08-21 00:04,BTC/USD,41338.73,41360.32,41311.2,41354.14
01-08-21 00:05,BTC/USD,41386.76,41569.38,41386.76,41549.8
01-08-21 00:06,BTC/USD,41576.69,41582.22,41460.75,41530.84
01-08-21 00:07,BTC/USD,41530.84,41602.31,41527.29,41538.32
01-08-21 00:08,BTC/USD,41547.96,41562.22,41547.96,41556.39
01-08-21 00:09,BTC/USD,41525.15,41548.73,41517.6,41548.73
01-08-21 00:10,BTC/USD,41530.37,41531.47,41520.4,41531.47
01-08-21 00:11,BTC/USD,41531.47,41531.47,41531.47,41531.47
01-08-21 00:12,BTC/USD,41542.38,41542.38,41409.55,41409.55
01-08-21 00:13,BTC/USD,41416.07,41482.98,41413.73,41413.73
01-08-21 00:14,BTC/USD,41431.57,41515.22,41399.37,41515.22
01-08-21 00:15,BTC/USD,41513.38,41517.08,41475.16,41485.28
01-08-21 00:16,BTC/USD,41466.81,41503.53,41466.81,41503.5
01-08-21 00:17,BTC/USD,41502.14,41532.83,41475.57,41518.03
01-08-21 00:18,BTC/USD,41532.83,41584.73,41532.83,41567.51
01-08-21 00:19,BTC/USD,41569.65,41595.11,41569.65,41572.47
01-08-21 00:20,BTC/USD,41589.22,41674.17,41589.22,41674.17
01-08-21 00:21,BTC/USD,41650.1,41701.66,41632.93,41632.93
01-08-21 00:22,BTC/USD,41638.38,41642.44,41622.07,41642.44
01-08-21 00:23,BTC/USD,41622.48,41622.48,41622.48,41622.48
01-08-21 00:24,BTC/USD,41620.06,41630.71,41620.06,41630.71
01-08-21 00:25,BTC/USD,41629.39,41648.11,41593.13,41635.41
01-08-21 00:26,BTC/USD,41611.1,41611.1,41593.13,41593.13
01-08-21 00:27,BTC/USD,41636.21,41636.41,41616.53,41616.53
01-08-21 00:28,BTC/USD,41634.51,41641.04,41618.02,41634.11
01-08-21 00:29,BTC/USD,41638.51,41660.17,41635.24,41658.35
01-08-21 00:30,BTC/USD,41706.69,41729.0,41643.19,41643.19
01-08-21 00:31,BTC/USD,41645.3,41645.3,41603.36,41603.36
01-08-21 00:32,BTC/USD,41602.19,41624.25,41601.93,41623.88
01-08-21 00:33,BTC/USD,41589.2,41611.0,41589.2,41611.0
01-08-21 00:34,BTC/USD,41598.55,41598.55,41584.46,41594.2
01-08-21 00:35,BTC/USD,41619.4,41619.4,41595.87,41595.87
01-08-21 00:36,BTC/USD,41595.87,41595.87,41595.87,41595.87
01-08-21 00:37,BTC/USD,41615.28,41689.69,41615.28,41639.25
01-08-21 00:38,BTC/USD,41681.81,41681.81,41681.81,41681.81
01-08-21 00:39,BTC/USD,41680.02,41686.56,41650.5,41650.5
01-08-21 00:40,BTC/USD,41671.61,41677.71,41639.97,41677.71
01-08-21 00:41,BTC/USD,41667.05,41677.81,41667.05,41677.81
01-08-21 00:42,BTC/USD,41703.82,41751.02,41674.45,41678.91
01-08-21 00:43,BTC/USD,41714.39,41728.04,41714.39,41728.04
01-08-21 00:44,BTC/USD,41710.34,41734.08,41710.34,41734.08
01-08-21 00:45,BTC/USD,41727.43,41727.43,41696.98,41696.98
01-08-21 00:46,BTC/USD,41716.68,41730.04,41695.11,41695.11
01-08-21 00:47,BTC/USD,41708.53,41764.83,41708.53,41764.83
01-08-21 00:48,BTC/USD,41750.06,41769.98,41739.64,41739.64
