date,close,macd_histogram,macd_macd,macd_signal
2023-12-11 00:00:00,43785.0,,,
2023-12-11 00:01:00,43775.0,,,
2023-12-11 00:02:00,43777.0,,,
2023-12-11 00:03:00,43787.55,,,
2023-12-11 00:04:00,43790.0,,,
2023-12-11 00:05:00,43790.0,,,
2023-12-11 00:06:00,43799.43,,,
2023-12-11 00:07:00,43791.56,,,
2023-12-11 00:08:00,43795.0,,,
2023-12-11 00:09:00,43805.95,,,
2023-12-11 00:10:00,43803.74,,,
2023-12-11 00:11:00,43792.9,,,
2023-12-11 00:12:00,43739.53,,,
2023-12-11 00:13:00,43756.36,,,
2023-12-11 00:14:00,43735.0,,,
2023-12-11 00:15:00,43744.0,,,
2023-12-11 00:16:00,43733.16,,,
2023-12-11 00:17:00,43761.41,,,
2023-12-11 00:18:00,43734.34,,,
2023-12-11 00:19:00,43755.0,,,
2023-12-11 00:20:00,43751.48,,,
2023-12-11 00:21:00,43764.94,,,
2023-12-11 00:22:00,43764.11,,,
2023-12-11 00:23:00,43765.21,,,
2023-12-11 00:24:00,43737.63,,,
2023-12-11 00:25:00,43754.6,,-12.6875,
2023-12-11 00:26:00,43747.42,,-12.4445,
2023-12-11 00:27:00,43747.54,,-12.1027,
2023-12-11 00:28:00,43738.32,,-12.4325,
2023-12-11 00:29:00,43733.0,,-12.9736,
2023-12-11 00:30:00,43754.6,,-11.5266,
2023-12-11 00:31:00,43735.8,,-11.7613,
2023-12-11 00:32:00,43753.3,,-10.4151,
2023-12-11 00:33:00,43754.58,2.5808,-9.1396,-11.7204
2023-12-11 00:34:00,43747.0,2.4637,-8.6408,-11.1044
2023-12-11 00:35:00,43764.52,3.4804,-6.7539,-10.2343
2023-12-11 00:36:00,43734.0,2.0809,-7.6332,-9.7141
2023-12-11 00:37:00,43732.0,1.0555,-8.3947,-9.4502
2023-12-11 00:38:00,43731.16,0.39,-8.9627,-9.3527
2023-12-11 00:39:00,43729.0,-0.1001,-9.4779,-9.3778
2023-12-11 00:40:00,43746.54,0.8028,-8.3743,-9.1771
2023-12-11 00:41:00,43736.0,0.7377,-8.255,-8.9926
2023-12-11 00:42:00,43702.78,-1.3799,-10.7175,-9.3376
2023-12-11 00:43:00,43707.0,-2.2803,-12.188,-9.9077
2023-12-11 00:44:00,43702.0,-2.9539,-13.6001,-10.6462
2023-12-11 00:45:00,43697.0,-3.4433,-14.9503,-11.507
2023-12-11 00:46:00,43673.82,-4.9439,-17.6869,-12.743
2023-12-11 00:47:00,43707.3,-3.3725,-16.9587,-13.5861
2023-12-11 00:48:00,43701.26,-2.4724,-16.6767,-14.2042
2023-12-11 00:49:00,43705.0,-1.4105,-15.9673,-14.5568
2023-12-11 00:50:00,43708.0,-0.3467,-14.9903,-14.6435
2023-12-11 00:51:00,43687.0,-0.8685,-15.7292,-14.8607
2023-12-11 00:52:00,43669.14,-2.1543,-17.5536,-15.3992
2023-12-11 00:53:00,43669.26,-2.6993,-18.7733,-16.0741
2023-12-11 00:54:00,43681.0,-2.0035,-18.5785,-16.5749
2023-12-11 00:55:00,43665.0,-2.3324,-19.4905,-17.158
2023-12-11 00:56:00,43660.0,-2.579,-20.3818,-17.8028
2023-12-11 00:57:00,43655.0,-2.7551,-21.2466,-18.4916
2023-12-11 00:58:00,43654.53,-2.5824,-21.7196,-19.1372
2023-12-11 00:59:00,43618.77,-4.4465,-24.6953,-20.2488
2023-12-11 01:00:00,43632.22,-4.3388,-25.6723,-21.3335
2023-12-11 01:01:00,43609.0,-5.3312,-27.9976,-22.6663
2023-12-11 01:02:00,43603.0,-5.8501,-29.9789,-24.1288
2023-12-11 01:03:00,43565.18,-8.0622,-34.2066,-26.1444
2023-12-11 01:04:00,43567.0,-8.6716,-36.9838,-28.3123
2023-12-11 01:05:00,43576.47,-7.7365,-37.9828,-30.2464
2023-12-11 01:06:00,43535.44,-9.0875,-41.6057,-32.5183
2023-12-11 01:07:00,43533.0,-9.3172,-44.1647,-34.8475
2023-12-11 01:08:00,43508.0,-10.2504,-47.6606,-37.4101
2023-12-11 01:09:00,43412.0,-16.0835,-57.5145,-41.431
2023-12-11 01:10:00,43379.0,-20.6247,-67.2118,-46.5872
2023-12-11 01:11:00,43387.0,-21.4545,-73.4054,-51.9508
2023-12-11 01:12:00,43352.0,-22.61,-80.2133,-57.6033
2023-12-11 01:13:00,43384.0,-19.5816,-82.0804,-62.4987
2023-12-11 01:14:00,43441.0,-12.4496,-78.0608,-65.6111
2023-12-11 01:15:00,43393.0,-9.7919,-77.851,-68.0591
2023-12-11 01:16:00,43401.0,-6.4817,-76.1613,-69.6795
